Text,Ham,Spam
"Awesome, that gonna be soon or later tonight?",1,0
"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",0,1
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,0,1
Dear SBI user your SBI YONO Account will be blockedtoday.Please click here Link to update your PAN CARD Number Thank you SBI http //cutt.ly/qlfUyqV,0,1
Dear consumer Your Electricity power will be disconnect tomorrow at 9:30 pm form electricity office because your last month bill peyment be not update Please contact immediately with our electricity officer at XXXXXXXXXXX thank you,0,1
HUWAG PO KAYONG MANIWALA SA TEXT NA NAG-AALOK NG TRABAHO NA MAY PANGAKO NA MALAKING SWELDO ITO PO AY ISANG SCAM.PANGALAN NA NAG-AALOK NG TRABAHO PABUYA PERA ITO PO AY ISANG SCAM,0,1
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",1,0
Nokia phone is lovly..,1,0
Se ha vinculado un NUEVO DISPOSITIVO OPPO-12 IBIZA el 22/07 a la 08:05h.Si no reconoce verifique inmediatamente http // es.unicaja-seguridad.co/r/,0,1
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,1,0
Quite late lar... Ard 12 anyway i wun b drivin...,1,0
Already one guy loving you:-.,1,0
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,1,0
Yes:)here tv is always available in work place..,1,0
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,1,0
Rp.50'Juta PIN ID XXXXXX Hubungi WhatsApp admin Giveaway XXXXXXXXXXXX,0,1
Only 1 day left for SAWAN KI BAHAR compt. for Agents/DOs/CLIAs. Qualify the competition and win maximum prizes...SDM,0,1
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,1,0
Send pic,1,0
PEOPLE Family Store-Fashion for the street announces Monsoon Bonanza. Buy 3 Get 2 FREE   Buy 4 Get 4 FREE. PEOPLE 5/45  AjmalKhanRoad Karolbagh. PH-45097543 69,0,1
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",1,0
"Hi Vi customer, A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance",0,1
S:)s.nervous  &lt;#&gt; :),1,0
So how many days since then?,1,0
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",1,0
UBER Your most recent trip on uber be unableto be charge to avoid termination visit http //trips -charges.com,0,1
Now Send Messages on DND Number Tension Free. Services at very attractive prices. For Booking Contact @ 09350073232 ,0,1
Somebody set up a website where you can play hold em using eve online spacebucks,1,0
for let our company use the space and again Dr Pepper will take full responsibilityand removal of the decal on your car in away that it will not resort to any damage If interested do provide thefollowing information to get start FULL NAME FULL MAILING ADDRESS PHONE NUMBER EMAIL ADDRESS CAR COLOUR/ YEAR/MODEL.I look forward to have you join our campaign,0,1
Acceso no autorizado en su cuenta online Si no reconoce este acceso verifique inmediatamente http // santander.cuentas-esp.ru/,0,1
MahindraScooter kharidiye aur budgetpurva aarthik laabh paaye.28Feb tak har MahindraScooterki kharidari par hogi 0% Processing Fee. Sms POWER to 54545.T&C apply ,0,1
"Hi Team, I would be joining late by 40 min.",1,0
Price revising soon!! Agni Property Recommends Spaze Privy The Address in Sec-93  Gurgaon@28 Lac onwards. 2/3/4 BHK Apts available.To Book Call 9212255555 Now!,0,1
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! TEXT YES for callback, no to remove from records",0,1
"We are hoping to get away by 7, from Langport. You still up for town tonight?",1,0
Der Artikel den Sie in unserem Shop bestellt haben wurde versandt bitte klicken Sie für Details http //tinyurl.com /254mr4wx,0,1
pne Balance aur Validity ki jaankari ke liye dial karein *121*2# (Toll Free). Apne account ki jaankari ke liye dial karein *121# (Toll Free),0,1
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,0,1
Ok then u tell me wat time u coming later lor.,1,0
Love Triangle Who would you like to see Bella end-up with in the  Twilight Saga ? 1) Edward Cullen 2) Jacob Black ^1/2 Reply within 24hrs to get a video clip. ,0,1
Dear Customer we will call you in some time and assist you in the application of your pre-approved ICICI Bank Auto/Two Wheeler Loan in a few simple step Please attend this important call To apply click here https //pynow.in/s5pxt T C apply,0,1
NET BANKING Account will be Suspended by today.Please Update Your Pancard now visit the link http //mrjanj .000webhostapp.com/Dear Customer your SBI NET BANKING Account will be Suspended by today.Please Update Your Pancard now visit the link http //mrjanju .000webhostapp.com/,0,1
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",1,0
As per your request 'Melle Melle (Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,1,0
"Tickets Booked! Download your M-ticket from https://bmsurl.co/VKXzodzIzc and show it at the venue entrance to scan and enter. Here is your Booking ID - WMXXX73 for The Priest (U/A) on Wed, 24 Mar, 2021 09:45pm, at PVR: Vega City, Bannerghatta Road(AUDI 09), Seats: CLASSIC. - D8, D9, D10 Please note that you don't require physical tickets to enter the venue. Don't go hungry! Click here to pre-book your meal: https://bmsurl.co/DEKA6sijvU This transaction can be cancelled up to 20 min(s) before the show as per cinema cancellation policy. In view of the Covid-19 situation, please follow these safety guidelines: bmsurl.co/TLUlJ3uunN",0,1
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",1,0
Team I have 97% power in my laptop which will support for 3hr12mins,1,0
The trend of stock prices rising continuously is an upward trend,1,0
"Votre colis vous serum livré sous peu de bien vouloir confirmer l'impayé de 5,95 € en cliquant sur le lien suivant http //xa.sa/mXfQbwg",0,1
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,1,0
Su pedido CO1048106 esta en camino pero encontro un problema Consulte las instrucciones aqui uzigek.com/DoBEEy2,0,1
LX XXXX BCN-ZRH 26Jun2020 Click on the link to receive your mobile board pas Pegasus infection link,0,1
Ok enjoy . R u there in home.,1,0
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,0,1
nuevo acceso NO AUTORIZADO a su cuenta Si no reconoce el dispositivo,0,1
If it still the temperature doesn't reduce,1,0
Dear user your HDFC Bank Account will be suspend today please update your PAN CARD click here to link http //bit.ly/37YbvVe Thank You,0,1
Outlook for August 14,1,0
SBI your Account Will be block Today update your PAN Click http //bit.do/sehkd -vxdjjn NISA eSurveillance,0,1
Ü mean it's confirmed... I tot they juz say oni... Ok then...,1,0
Now GET RID OF -Cockroach -Termite -Bedbug -Rats -Any Pest 4Best DEALS in PestControlServices/ Chemical/Herbal/Odorless DIAL-N-ASK 080-62222222 ,0,1
Hello! Check your balance by simply click wa.me/919654297000?text=balance,0,1
She's borderline but yeah whatever.,1,0
Oh... Kay... On sat right?,1,0
"Suspicious Activity Did You Attempt A Zelle Transfer For The Amount Of 2,000.00 On 3/29/22 Reply YES or NO To Decline Payment",0,1
Bonjour c'est Valérie PÉCRESSE ce dimanche je serai près de chez vous à Paris pour mon dernier meeting francilien avant le X tour à 14h au parc de expo Pte de Versailles Hall X .Je serais très heureuse de vous y,0,1
Life style garments account no please.,1,0
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,0,1
Congratulations You receive 1000USDT at BITFINEX online casino Click the link to register and get free chip b.link/,0,1
Now Get*SAUNA SLIM BELT(Rs650)&*VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)*Reduce FAT(5 inch)+Free SLIM.TEA PH:7827450410/9268250573,0,1
"Rs 10842.000 credit to your A/ 3XXXXX4021 on 25/05/2022 through NEFT vide Ref No.SBIN52214 XXXXXXX By.RFO -CBolA/c 3XXXXX4021 debit by Rs 21,500 Total Bal Rs 563.50 CR Clr Bal Rs 563.50 CR Call XXXXXXXXXX if txn not do by you to block account/ card.-CBol",0,1
Triple Dhamaka! Lifetime FREE Card + 10% Instant Discount + 5% Cashback* during Big Billion Days with Flipkart Axis Bank Credit Card. http://fkrt.it/ypHJ5lNNNN,0,1
Dear Customer your device be probably infect with botnetGovt of India 's Cyber Swachhta Project please visit http //www,0,1
Dhoni have luck to win some big title.so we will win:),1,0
You be miss out on superior voice quality faster callconnect on your XIAOMI smartphone as your mobile do n't supportVOLTE Enjoy good voice experience on Airtel by Installing Vo4Gapp on your phone To download click,0,1
"Arms fine, how's Cardiff and uni? ",1,0
I dun believe u. I thk u told him.,1,0
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",1,0
Fuck babe ... What happened to you ? How come you never came back?,1,0
I'm home. Ard wat time will u reach?,1,0
Your AIRTEL S.I.M Has be BIOC ked Due to KY C Update Within 12hrs please contact XXXXXXXXXX to continue your.service AIRTEL TEAM,0,1
The NHS can help you find the best service for your need pharmacy GP or NHS XXX Find your route to urgent care http // northeastlondonccg.nhs.uk/,0,1
sent vorurnar binar farou a http // maisonmata.smsb.co/3woOsd fyrir endursendingu Opt out http // smsb.co/3woOrz,0,1
"Weekend Deals @SMART Point Store,Rs 20 OFF Oreo Choco 300g,Rs 36 OFF Lux Soft Touch Soap 3X150g ,Good Life Cashew 500g Rs 415,Click bit.ly/2wcq3h3 T&C",0,1
Thank you for your hard work. Ms. Rama also contacted me today to express her condolences. Thank you very much for your effortsÃ°ÂÂÂ,1,0
Ramprastha has Launched The Edge Towers in Gurgaon  @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282,0,1
I 've get an idea How ab a face chat It would make me so arouse be able to see you massage ur cock for me,0,1
available online Your payment be due on XX Dec. Thankscontinue usage of your AIB account please visit http //aib -verifypayments .com/ and verify your account,0,1
"Estimado cliente Su paquete esta listo para la entrega confirme el pago de aduanas de 1,79 € en el siguiente enlace http //itsssl.com/iaXnf",0,1
"Lenskart Dhamaka EOSS Sale! Fresh stock added, get Upto 50% OFF + BUY1GET1 FREE with Gold membership! Limited Period Offer. TnC Apply Nearest Store lskt.me/u4",0,1
Don't manage with just 2GB data. Get unlimited data for 1 day at just Rs.39. Click i.airtel.in/39dt,0,1
Will Ì_ b going to esplanade fr home?,1,0
Doing project w frens lor.,1,0
Dont you have message offer,1,0
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,1,0
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",1,0
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,1,0
Lol ... I knew that .... I saw him in the dollar store,1,0
"I noe la... U wana pei bf oso rite... K lor, other days den...",1,0
Notificacion de Caixabank No se puede utilizar su Tarjeta Debito Tienes que activar el nuevo sistema de seguridad web http //cutt.ly/mP6SGxX,0,1
I will be joining late by 15-20 mins due to some personal issues,1,0
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",1,0
Cloudnine administrator has assigned 1 course to you. These courses need to be completed by 18-08-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard,0,1
Banco Santander Informa Su cuenta ha sido temporalmente bloqueada para desbloquearla haga click en el siguiente enlace http //bit.do/santander-seguro-es,0,1
Cartao Casas Bahia Peca o seu agora em bit.ly/3GyJ3Gj e aproveite ate XX de DESCONTO em produtos selecionados Cancelar SMS envie PARE,0,1
Your SBI Account will be block today Please click on the link give below and update PAN Number immediately http //4see.short.gy/ SBI PANYour SBI Account will be block today Please click on the link give below and update PAN Number,0,1
PGE Na dzien 13.05 zaplanowano odlaczenie energii elektrycznej Prosimy o uregulowanie naleznosci http //tinyurl.com/68br8t8y,0,1
If nobody 's home we 'll look for a safe place to leave it.We attempt to deliver your parcel to you on however nobody be available to receive it To schedule your redelivery now go to auspost.item location.com,0,1
fresh summery collection from Hau Curry by Shoppers Stop.Walk in to your near store now .T CDear First Citizen get back to office in style with the late in menswear more from Shoppers Stops,0,1
DBS Your account have be temporarily suspend and some service limit Please confirm your detail by visit http //dbs-login6 .com,0,1
Mm umma ask vava also to come tell him can play later together,1,0
Mera naam hai Nisha   mujhe party me jana   dance karna acha lagta hai. Kya aap mujhse dosti karoge? Dial 5512111.Rs2/min ,0,1
iApp-Hey you be just a few step away from your personalised loan Complete your application on Airtel Thanks App to access your loan http slf smsfp 15/02/22,0,1
